,en,sens
569,869.0,2.20685537434e-06
570,870.0,2.20501155026e-06
571,871.0,2.20316908684e-06
572,872.0,2.2013279463e-06
573,873.0,2.19948816643e-06
574,874.0,2.19764970944e-06
575,875.0,2.19581261311e-06
576,876.0,2.19397683967e-06
577,877.0,2.1921423891e-06
578,878.0,2.1903092992e-06
579,879.0,2.18847753218e-06
580,880.0,2.18664712583e-06
581,881.0,2.18481808015e-06
582,882.0,2.18299035735e-06
583,883.0,2.18116395742e-06
584,884.0,2.17933895597e-06
585,885.0,2.17751523959e-06
586,886.0,2.17569292168e-06
587,887.0,2.17387192664e-06
588,888.0,2.17205229228e-06
589,889.0,2.17023398079e-06
590,890.0,2.16841702998e-06
591,891.0,2.16660143984e-06
592,892.0,2.16478721037e-06
593,893.0,2.16297430377e-06
594,894.0,2.16116275785e-06
595,895.0,2.1593525726e-06
596,896.0,2.15754374802e-06
597,897.0,2.15573628411e-06
598,898.0,2.15393014308e-06
599,899.0,2.15212536272e-06
600,900.0,2.15032198083e-06
601,901.0,2.14851992182e-06
602,902.0,2.14671922348e-06
603,903.0,2.14491988581e-06
604,904.0,2.14312190881e-06
605,905.0,2.14132529248e-06
606,906.0,2.13952999903e-06
607,907.0,2.13773610405e-06
608,908.0,2.13594356974e-06
609,909.0,2.1341523961e-06
610,910.0,2.13236262093e-06
611,911.0,2.13057416864e-06
612,912.0,2.12878707702e-06
613,913.0,2.12700134607e-06
614,914.0,2.12521701359e-06
615,915.0,2.12343404178e-06
616,916.0,2.12165243064e-06
617,917.0,2.11987218018e-06
618,918.0,2.11809329039e-06
619,919.0,2.11631579906e-06
620,920.0,2.11453963062e-06
621,921.0,2.11276489843e-06
622,922.0,2.11099148913e-06
623,923.0,2.10921947829e-06
624,924.0,2.10744882812e-06
625,925.0,2.10567953863e-06
626,926.0,2.1039116476e-06
627,927.0,2.10214511725e-06
628,928.0,2.10037998536e-06
629,929.0,2.09861617635e-06
630,930.0,2.09685380361e-06
631,931.0,2.09509279153e-06
632,932.0,2.09333314013e-06
633,933.0,2.0915748872e-06
634,934.0,2.08981799494e-06
635,935.0,2.08806250115e-06
636,936.0,2.08630840583e-06
637,937.0,2.08455567118e-06
638,938.0,2.0828042972e-06
639,939.0,2.08105432169e-06
640,940.0,2.07930574465e-06
641,941.0,2.07755856607e-06
642,942.0,2.07581274817e-06
643,943.0,2.07406829094e-06
644,944.0,2.07232526998e-06
645,945.0,2.07058360969e-06
646,946.0,2.06884334786e-06
647,947.0,2.06710448451e-06
648,948.0,2.06536698183e-06
649,949.0,2.06363087761e-06
650,950.0,2.06189620966e-06
651,951.0,2.06016286459e-06
652,952.0,2.05843095578e-06
653,953.0,2.05670044544e-06
654,954.0,2.05497129578e-06
655,955.0,2.05324358237e-06
656,956.0,2.05151722964e-06
657,957.0,2.04979227538e-06
658,958.0,2.04806871959e-06
659,959.0,2.04634656226e-06
660,960.0,2.0446258412e-06
661,961.0,2.04290648082e-06
662,962.0,2.0411885189e-06
663,963.0,2.03947195545e-06
664,964.0,2.03775679046e-06
665,965.0,2.03604306175e-06
666,966.0,2.0343306937e-06
667,967.0,2.03261976192e-06
668,968.0,2.03091022861e-06
669,969.0,2.02920209377e-06
670,970.0,2.02749535739e-06
671,971.0,2.02579001949e-06
672,972.0,2.02408608005e-06
673,973.0,2.02238357688e-06
674,974.0,2.02068247217e-06
675,975.0,2.01898276594e-06
676,976.0,2.01728449597e-06
677,977.0,2.01558762447e-06
678,978.0,2.01389215143e-06
679,979.0,2.01219807687e-06
680,980.0,2.01050543857e-06
681,981.0,2.00881419874e-06
682,982.0,2.00712439517e-06
683,983.0,2.00543599008e-06
684,984.0,2.00374898345e-06
685,985.0,2.00206341308e-06
686,986.0,2.00037927898e-06
687,987.0,1.99869650556e-06
688,988.0,1.99701520619e-06
689,989.0,1.9953353053e-06
690,990.0,1.99365680287e-06
691,991.0,1.9919797367e-06
692,992.0,1.99030410681e-06
693,993.0,1.98862987538e-06
694,994.0,1.98695708021e-06
695,995.0,1.98528568352e-06
696,996.0,1.98361572308e-06
697,997.0,1.98194719892e-06
698,998.0,1.98028007322e-06
699,999.0,1.97861442159e-06
700,1000.0,1.97695013062e-06
701,1001.0,1.97528731372e-06
702,1002.0,1.97362589528e-06
703,1003.0,1.97196595091e-06
704,1004.0,1.97030740501e-06
705,1005.0,1.96865025757e-06
706,1006.0,1.9669945842e-06
707,1007.0,1.96534034709e-06
708,1008.0,1.96368750845e-06
709,1009.0,1.96203610607e-06
710,1010.0,1.96038613996e-06
711,1011.0,1.95873761012e-06
712,1012.0,1.95709051654e-06
713,1013.0,1.95544485922e-06
714,1014.0,1.95380063817e-06
715,1015.0,1.95215785339e-06
716,1016.0,1.95051650487e-06
717,1017.0,1.94887659261e-06
718,1018.0,1.94723815442e-06
719,1019.0,1.94560111469e-06
720,1020.0,1.94396551123e-06
721,1021.0,1.94233134403e-06
722,1022.0,1.9406986509e-06
723,1023.0,1.93906739403e-06
724,1024.0,1.93743753563e-06
725,1025.0,1.93580918909e-06
726,1026.0,1.93418224101e-06
727,1027.0,1.9325567292e-06
728,1028.0,1.93093269146e-06
729,1029.0,1.92931008997e-06
730,1030.0,1.92768892476e-06
731,1031.0,1.9260692336e-06
732,1032.0,1.92445097871e-06
733,1033.0,1.92283416008e-06
734,1034.0,1.92121877772e-06
735,1035.0,1.91960486942e-06
736,1036.0,1.91799239739e-06
737,1037.0,1.91638139941e-06
738,1038.0,1.91477183771e-06
739,1039.0,1.91316375006e-06
740,1040.0,1.91155709868e-06
741,1041.0,1.90995188356e-06
742,1042.0,1.9083481425e-06
743,1043.0,1.90674587551e-06
744,1044.0,1.90514504478e-06
745,1045.0,1.90354568811e-06
746,1046.0,1.90194776771e-06
747,1047.0,1.90035132137e-06
748,1048.0,1.89875631129e-06
749,1049.0,1.89716277528e-06
750,1050.0,1.89557071333e-06
751,1051.0,1.89398008764e-06
752,1052.0,1.89239093601e-06
753,1053.0,1.89080325845e-06
754,1054.0,1.88921701715e-06
755,1055.0,1.88763224991e-06
756,1056.0,1.88604895673e-06
757,1057.0,1.88446713761e-06
758,1058.0,1.88288679256e-06
759,1059.0,1.88130788377e-06
760,1060.0,1.87973044904e-06
761,1061.0,1.87815448837e-06
762,1062.0,1.87658000177e-06
763,1063.0,1.87500698923e-06
764,1064.0,1.87343541295e-06
765,1065.0,1.87186534853e-06
766,1066.0,1.87029672037e-06
767,1067.0,1.86872960407e-06
768,1068.0,1.86716392404e-06
769,1069.0,1.86559975586e-06
770,1070.0,1.86403702395e-06
771,1071.0,1.8624758039e-06
772,1072.0,1.86091602011e-06
773,1073.0,1.85935774819e-06
774,1074.0,1.85780095032e-06
775,1075.0,1.85624558871e-06
776,1076.0,1.85469173897e-06
777,1077.0,1.85313936329e-06
778,1078.0,1.85158849946e-06
779,1079.0,1.8500390719e-06
780,1080.0,1.8484911562e-06
781,1081.0,1.84694471456e-06
782,1082.0,1.84539974698e-06
783,1083.0,1.84385625346e-06
784,1084.0,1.8423142718e-06
785,1085.0,1.8407737264e-06
786,1086.0,1.83923473066e-06
787,1087.0,1.83769717118e-06
788,1088.0,1.83616112357e-06
789,1089.0,1.83462655001e-06
790,1090.0,1.83309348831e-06
791,1091.0,1.83156190067e-06
792,1092.0,1.8300317871e-06
793,1093.0,1.82850318538e-06
794,1094.0,1.82697605772e-06
795,1095.0,1.82545044192e-06
796,1096.0,1.82392630019e-06
797,1097.0,1.82240367031e-06
798,1098.0,1.82088255228e-06
799,1099.0,1.81936287053e-06
800,1100.0,1.81784473843e-06
801,1101.0,1.81632808038e-06
802,1102.0,1.8148129342e-06
803,1103.0,1.81329926208e-06
804,1104.0,1.81178710182e-06
805,1105.0,1.81027641561e-06
806,1106.0,1.80876724127e-06
807,1107.0,1.80725957878e-06
808,1108.0,1.80575342815e-06
809,1109.0,1.80424875159e-06
810,1110.0,1.80274558688e-06
811,1111.0,1.80124393403e-06
812,1112.0,1.79974379303e-06
813,1113.0,1.7982451261e-06
814,1114.0,1.79674800882e-06
815,1115.0,1.79525236561e-06
816,1116.0,1.79375823425e-06
817,1117.0,1.79226561475e-06
818,1118.0,1.79077446931e-06
819,1119.0,1.78928487353e-06
820,1120.0,1.7877967896e-06
821,1121.0,1.78631017973e-06
822,1122.0,1.78482511952e-06
823,1123.0,1.78334153337e-06
824,1124.0,1.78185949688e-06
825,1125.0,1.78037893445e-06
826,1126.0,1.77889992167e-06
827,1127.0,1.77742242074e-06
828,1128.0,1.77594639388e-06
829,1129.0,1.77447191668e-06
830,1130.0,1.77299895133e-06
831,1131.0,1.77152749784e-06
832,1132.0,1.77005759401e-06
833,1133.0,1.76858916423e-06
834,1134.0,1.76712228411e-06
835,1135.0,1.76565687805e-06
836,1136.0,1.76419302165e-06
837,1137.0,1.7627307149e-06
838,1138.0,1.76126988221e-06
839,1139.0,1.75981059918e-06
840,1140.0,1.758352828e-06
841,1141.0,1.75689660648e-06
842,1142.0,1.75544189682e-06
843,1143.0,1.75398869901e-06
844,1144.0,1.75253701306e-06
845,1145.0,1.75108687677e-06
846,1146.0,1.74963825233e-06
847,1147.0,1.74819117755e-06
848,1148.0,1.74674561463e-06
849,1149.0,1.74530160136e-06
850,1150.0,1.74385909995e-06
851,1151.0,1.74241814819e-06
852,1152.0,1.74097870829e-06
853,1153.0,1.73954081805e-06
854,1154.0,1.73810443966e-06
855,1155.0,1.73666961093e-06
856,1156.0,1.73523629405e-06
857,1157.0,1.73380456463e-06
858,1158.0,1.73237430927e-06
859,1159.0,1.73094564136e-06
860,1160.0,1.7295184853e-06
861,1161.0,1.72809284111e-06
862,1162.0,1.72666878436e-06
